,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan
2346,2347,3,Graduate, No,8000000,26200000,16,890,15800000,4300000,25000000,4000000,Approved,49100000,0.3053435114503817
2347,2348,4,Not Graduate, No,8100000,28000000,8,663,8800000,11300000,26000000,5500000,Approved,51600000,0.2892857142857143
2348,2349,4,Graduate, Yes,9500000,22600000,14,433,10000000,900000,23100000,13400000,Rejected,47400000,0.42035398230088494
2349,2350,0,Graduate, No,9200000,22500000,10,317,14200000,17400000,28500000,10700000,Rejected,70800000,0.4088888888888889
2350,2351,2,Graduate, No,3900000,14700000,16,360,2600000,200000,8300000,2900000,Rejected,14000000,0.2653061224489796
2351,2352,1,Graduate, No,9100000,26200000,8,727,20800000,7100000,27800000,8900000,Approved,64600000,0.3473282442748092
2352,2353,3,Graduate, Yes,3000000,8300000,4,685,2900000,5400000,11300000,3800000,Approved,23400000,0.3614457831325301
2353,2354,4,Graduate, No,2000000,4300000,8,373,2000000,2700000,7700000,2200000,Rejected,14600000,0.46511627906976744
2354,2355,5,Graduate, No,6300000,14600000,8,469,13300000,10100000,24500000,3800000,Rejected,51700000,0.4315068493150685
2355,2356,3,Not Graduate, Yes,4100000,10900000,8,548,8800000,5200000,13200000,4300000,Rejected,31500000,0.3761467889908257
2356,2357,0,Not Graduate, No,9800000,29400000,20,618,1200000,14600000,33800000,8300000,Approved,57900000,0.3333333333333333
2357,2358,2,Graduate, No,5200000,15400000,8,658,1200000,7500000,12800000,3200000,Approved,24700000,0.33766233766233766
2358,2359,3,Graduate, No,7600000,28700000,18,781,21300000,12400000,29600000,8000000,Approved,71300000,0.26480836236933797
2359,2360,3,Not Graduate, No,9200000,35500000,2,715,11100000,11800000,19800000,11700000,Approved,54400000,0.2591549295774648
2360,2361,5,Not Graduate, No,2200000,8100000,4,409,300000,0,4900000,2400000,Rejected,7600000,0.2716049382716049
2361,2362,2,Not Graduate, Yes,8300000,20600000,10,504,100000,900000,33200000,6700000,Rejected,40900000,0.4029126213592233
2362,2363,3,Graduate, Yes,6100000,21600000,16,428,2900000,6100000,15100000,7200000,Rejected,31300000,0.2824074074074074
2363,2364,2,Graduate, No,4500000,16600000,20,704,6400000,4200000,16900000,2400000,Approved,29900000,0.2710843373493976
2364,2365,3,Not Graduate, No,6600000,18800000,12,834,18800000,9300000,13700000,4800000,Approved,46600000,0.35106382978723405
2365,2366,4,Not Graduate, No,8900000,34900000,14,694,15400000,2800000,20600000,9100000,Approved,47900000,0.25501432664756446
2366,2367,4,Graduate, Yes,3900000,13300000,20,453,9800000,500000,12300000,4700000,Rejected,27300000,0.2932330827067669
2367,2368,3,Graduate, Yes,8900000,35400000,14,404,22300000,7700000,26400000,5900000,Rejected,62300000,0.2514124293785311
2368,2369,5,Not Graduate, No,6400000,22300000,12,776,500000,9100000,24100000,5800000,Approved,39500000,0.28699551569506726
2369,2370,1,Not Graduate, Yes,9500000,28700000,16,526,24600000,4900000,31800000,6600000,Rejected,67900000,0.3310104529616725
2370,2371,3,Graduate, Yes,300000,1000000,8,641,700000,200000,1100000,200000,Approved,2200000,0.3
2371,2372,5,Not Graduate, No,4100000,12300000,6,582,10900000,6100000,14100000,3500000,Approved,34600000,0.3333333333333333
2372,2373,2,Graduate, No,8100000,20800000,18,778,4100000,15500000,16700000,10600000,Approved,46900000,0.3894230769230769
2373,2374,4,Graduate, No,9900000,28400000,10,763,23700000,12700000,35800000,5800000,Approved,78000000,0.3485915492957746
2374,2375,0,Not Graduate, No,4800000,19000000,12,650,7000000,1000000,15600000,4800000,Approved,28400000,0.25263157894736843
2375,2376,0,Graduate, Yes,2900000,9700000,2,820,6700000,1600000,9100000,3900000,Approved,21300000,0.29896907216494845
2376,2377,1,Not Graduate, Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000,Approved,28000000,0.25925925925925924
2377,2378,1,Not Graduate, Yes,4900000,12600000,4,718,11800000,7300000,11800000,3800000,Approved,34700000,0.3888888888888889
2378,2379,2,Not Graduate, Yes,5100000,13300000,14,313,5900000,7900000,18000000,3900000,Rejected,35700000,0.38345864661654133
2379,2380,5,Graduate, No,7300000,26200000,10,751,1400000,12200000,26700000,10400000,Approved,50700000,0.2786259541984733
2380,2381,0,Graduate, Yes,200000,300000,18,520,100000,300000,600000,100000,Rejected,1100000,0.6666666666666666
2381,2382,2,Graduate, No,1400000,4700000,4,355,2100000,600000,4400000,1400000,Approved,8500000,0.2978723404255319
2382,2383,3,Graduate, Yes,8700000,33600000,14,314,7700000,10000000,21700000,6200000,Rejected,45600000,0.25892857142857145
2383,2384,1,Not Graduate, Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000,Approved,15900000,0.4745762711864407
2384,2385,3,Graduate, Yes,9100000,30100000,14,564,26600000,7300000,22700000,8200000,Approved,64800000,0.3023255813953488
2385,2386,0,Not Graduate, Yes,6800000,15300000,14,699,19900000,2600000,13900000,8300000,Approved,44700000,0.4444444444444444
2386,2387,0,Not Graduate, Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000,Approved,34200000,0.29411764705882354
2387,2388,0,Graduate, Yes,4400000,16800000,14,795,8700000,8700000,12600000,3400000,Approved,33400000,0.2619047619047619
2388,2389,5,Not Graduate, Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000,Approved,47900000,0.45161290322580644
2389,2390,4,Graduate, No,7800000,17300000,4,394,3600000,13100000,24300000,7200000,Rejected,48200000,0.4508670520231214
2390,2391,4,Graduate, Yes,4800000,9900000,14,779,5200000,9300000,18600000,2900000,Approved,36000000,0.48484848484848486
2391,2392,1,Graduate, No,3200000,8800000,4,405,1000000,2600000,10700000,3400000,Rejected,17700000,0.36363636363636365
2392,2393,5,Graduate, Yes,2300000,6700000,16,612,6700000,3300000,8800000,2000000,Approved,20800000,0.34328358208955223
2393,2394,5,Not Graduate, Yes,9200000,28100000,10,448,22300000,3300000,33200000,10700000,Rejected,69500000,0.3274021352313167
2394,2395,2,Not Graduate, Yes,4700000,13700000,6,506,1300000,7900000,16700000,3500000,Rejected,29400000,0.34306569343065696
2395,2396,0,Not Graduate, Yes,8000000,30400000,2,776,16600000,1400000,29100000,7800000,Approved,54900000,0.2631578947368421
2396,2397,1,Graduate, Yes,2600000,8600000,6,730,800000,2900000,6000000,3100000,Approved,12800000,0.3023255813953488
2397,2398,3,Not Graduate, No,200000,800000,20,730,0,300000,400000,300000,Approved,1000000,0.25
2398,2399,5,Graduate, No,7300000,17200000,2,345,6100000,8400000,23200000,4900000,Rejected,42600000,0.42441860465116277
2399,2400,4,Not Graduate, No,3300000,11800000,2,847,7800000,2400000,12100000,3000000,Approved,25300000,0.2796610169491525
2400,2401,4,Not Graduate, No,8300000,23300000,20,398,18500000,11500000,17100000,9900000,Rejected,57000000,0.3562231759656652
2401,2402,5,Not Graduate, Yes,4100000,9600000,2,307,8800000,7800000,8500000,3100000,Rejected,28200000,0.4270833333333333
2402,2403,1,Not Graduate, No,7300000,23700000,16,852,9400000,6800000,22600000,8500000,Approved,47300000,0.3080168776371308
2403,2404,1,Not Graduate, No,9300000,27500000,6,364,12200000,13800000,25300000,10800000,Rejected,62100000,0.3381818181818182
2404,2405,2,Graduate, Yes,4300000,15200000,12,552,3400000,2100000,12700000,4800000,Approved,23000000,0.28289473684210525
2405,2406,3,Not Graduate, No,2600000,8100000,2,421,4200000,3100000,6200000,2500000,Approved,16000000,0.32098765432098764
2406,2407,5,Graduate, No,2900000,9800000,12,588,5900000,2300000,6800000,2900000,Approved,17900000,0.29591836734693877
2407,2408,2,Graduate, Yes,900000,3500000,6,763,2300000,300000,2000000,600000,Approved,5200000,0.2571428571428571
2408,2409,3,Not Graduate, Yes,4900000,17500000,20,823,12600000,8700000,14300000,4800000,Approved,40400000,0.28
2409,2410,0,Graduate, No,7700000,24800000,10,642,16800000,10700000,27400000,4500000,Approved,59400000,0.31048387096774194
2410,2411,1,Graduate, No,4700000,16800000,12,647,10400000,8300000,10600000,3400000,Approved,32700000,0.27976190476190477
2411,2412,5,Not Graduate, No,3000000,8900000,20,886,2600000,1000000,10600000,2800000,Approved,17000000,0.33707865168539325
2412,2413,4,Not Graduate, No,9700000,26200000,4,518,26200000,0,22500000,14000000,Rejected,62700000,0.3702290076335878
2413,2414,0,Graduate, Yes,6900000,26800000,20,515,10800000,2500000,16700000,8300000,Rejected,38300000,0.2574626865671642
2414,2415,2,Not Graduate, Yes,3800000,12400000,8,340,1800000,2600000,9700000,2600000,Rejected,16700000,0.3064516129032258
2415,2416,3,Not Graduate, Yes,600000,1700000,14,521,0,1000000,1700000,600000,Rejected,3300000,0.35294117647058826
2416,2417,2,Not Graduate, Yes,1200000,2900000,12,330,400000,1600000,3800000,600000,Rejected,6400000,0.41379310344827586
2417,2418,4,Not Graduate, Yes,7800000,26800000,2,474,8900000,11200000,18400000,5600000,Approved,44100000,0.291044776119403
2418,2419,0,Not Graduate, No,9000000,35100000,6,898,500000,16200000,20700000,9100000,Approved,46500000,0.2564102564102564
2419,2420,1,Not Graduate, No,2800000,9100000,12,436,3600000,500000,7800000,3600000,Rejected,15500000,0.3076923076923077
2420,2421,1,Not Graduate, No,7800000,21300000,10,326,22800000,10700000,18500000,4500000,Rejected,56500000,0.36619718309859156
2421,2422,4,Graduate, Yes,4700000,9500000,18,876,11800000,6600000,18000000,4100000,Approved,40500000,0.49473684210526314
2422,2423,2,Graduate, No,4600000,17500000,20,597,11400000,6100000,14100000,4100000,Approved,35700000,0.26285714285714284
2423,2424,4,Graduate, No,5100000,16100000,14,436,11400000,2700000,13100000,6700000,Rejected,33900000,0.3167701863354037
2424,2425,3,Not Graduate, Yes,6100000,22800000,18,640,16800000,7300000,19600000,6000000,Approved,49700000,0.2675438596491228
2425,2426,0,Not Graduate, No,6000000,22900000,16,302,12200000,6500000,17700000,7100000,Rejected,43500000,0.26200873362445415
2426,2427,2,Not Graduate, No,8400000,23200000,16,476,15200000,5400000,18700000,8600000,Rejected,47900000,0.3620689655172414
2427,2428,2,Graduate, No,9300000,22000000,14,393,4300000,3800000,28400000,13900000,Rejected,50400000,0.42272727272727273
2428,2429,0,Graduate, No,4200000,10300000,10,506,9300000,4500000,12400000,6000000,Rejected,32200000,0.4077669902912621
2429,2430,3,Graduate, No,9600000,37800000,10,418,6700000,5500000,34900000,11300000,Rejected,58400000,0.25396825396825395
2430,2431,3,Graduate, No,5600000,13400000,6,865,14900000,9700000,12300000,6000000,Approved,42900000,0.417910447761194
2431,2432,4,Graduate, No,7800000,28600000,2,703,500000,12400000,29500000,10500000,Approved,52900000,0.2727272727272727
2432,2433,2,Graduate, Yes,4500000,12600000,2,568,6900000,3900000,17800000,2900000,Approved,31500000,0.35714285714285715
2433,2434,3,Graduate, No,2400000,5900000,2,425,1100000,500000,7400000,2500000,Rejected,11500000,0.4067796610169492
2434,2435,0,Not Graduate, No,3900000,11300000,12,305,5000000,5900000,8800000,2100000,Rejected,21800000,0.34513274336283184
2435,2436,5,Graduate, Yes,9600000,20600000,6,456,17300000,11000000,21700000,11600000,Rejected,61600000,0.46601941747572817
2436,2437,4,Not Graduate, No,900000,2600000,2,602,600000,800000,3200000,1000000,Approved,5600000,0.34615384615384615
2437,2438,3,Graduate, Yes,1100000,3800000,20,814,1400000,1500000,3200000,1100000,Approved,7200000,0.2894736842105263
2438,2439,4,Not Graduate, No,6400000,24900000,2,640,10000000,5700000,18700000,6300000,Approved,40700000,0.2570281124497992
2439,2440,2,Graduate, No,4600000,15000000,4,817,7200000,2400000,13000000,6600000,Approved,29200000,0.30666666666666664
2440,2441,4,Graduate, No,7600000,29800000,20,361,13800000,5800000,15300000,5900000,Rejected,40800000,0.2550335570469799
2441,2442,5,Not Graduate, No,6800000,20100000,14,839,1900000,600000,15600000,7500000,Approved,25600000,0.3383084577114428
2442,2443,5,Graduate, No,7100000,27000000,20,592,5100000,9600000,20200000,7600000,Approved,42500000,0.26296296296296295
2443,2444,4,Not Graduate, Yes,6700000,24700000,6,498,12900000,700000,18800000,8400000,Rejected,40800000,0.27125506072874495
2444,2445,5,Not Graduate, Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000,Approved,35800000,0.46774193548387094
2445,2446,0,Graduate, Yes,8600000,29400000,16,643,1000000,14100000,33000000,12300000,Approved,60400000,0.2925170068027211
2446,2447,0,Graduate, Yes,3500000,10600000,4,389,8300000,4800000,9100000,2500000,Approved,24700000,0.330188679245283
2447,2448,2,Graduate, Yes,4800000,17500000,20,381,400000,6900000,13400000,7000000,Rejected,27700000,0.2742857142857143
2448,2449,5,Graduate, Yes,6100000,14400000,16,400,9200000,2800000,23800000,5600000,Rejected,41400000,0.4236111111111111
2449,2450,5,Graduate, Yes,5200000,12700000,16,718,11700000,100000,18100000,7200000,Approved,37100000,0.4094488188976378
2450,2451,5,Not Graduate, Yes,4100000,12400000,8,309,8200000,1000000,13000000,3300000,Rejected,25500000,0.33064516129032256
2451,2452,5,Not Graduate, No,3200000,7400000,2,838,2200000,2900000,10200000,3600000,Approved,18900000,0.43243243243243246
2452,2453,3,Not Graduate, Yes,7500000,21600000,14,678,8800000,12100000,20100000,11200000,Approved,52200000,0.3472222222222222
2453,2454,2,Not Graduate, Yes,1500000,4500000,14,826,3200000,1700000,4600000,1600000,Approved,11100000,0.3333333333333333
2454,2455,4,Graduate, Yes,1200000,3100000,16,348,1200000,2200000,3500000,1700000,Rejected,8600000,0.3870967741935484
2455,2456,1,Graduate, Yes,8400000,19700000,6,476,24700000,16500000,31800000,12100000,Rejected,85100000,0.4263959390862944
2456,2457,0,Not Graduate, Yes,7900000,26300000,8,666,4600000,9200000,18400000,11800000,Approved,44000000,0.30038022813688214
2457,2458,1,Graduate, Yes,2100000,4300000,20,896,100000,2300000,7500000,2300000,Approved,12200000,0.4883720930232558
2458,2459,2,Graduate, No,2500000,7000000,20,547,800000,1200000,5200000,2300000,Rejected,9500000,0.35714285714285715
2459,2460,2,Not Graduate, Yes,3700000,13900000,2,405,5900000,3200000,9100000,5500000,Approved,23700000,0.26618705035971224
2460,2461,5,Graduate, No,1100000,4000000,16,498,400000,100000,2300000,700000,Rejected,3500000,0.275
2461,2462,5,Graduate, No,6500000,24800000,8,779,7000000,9600000,15700000,8800000,Approved,41100000,0.2620967741935484
2462,2463,0,Not Graduate, Yes,8200000,31500000,8,403,11500000,8800000,19000000,6100000,Rejected,45400000,0.26031746031746034
2463,2464,2,Not Graduate, No,5000000,12400000,8,709,11300000,6800000,13300000,4200000,Approved,35600000,0.4032258064516129
2464,2465,1,Not Graduate, No,1500000,6000000,6,507,2600000,2700000,4800000,1900000,Rejected,12000000,0.25
2465,2466,5,Not Graduate, No,3700000,9100000,18,368,3400000,2400000,8400000,3300000,Rejected,17500000,0.4065934065934066
2466,2467,3,Graduate, Yes,4100000,14600000,16,760,4700000,6600000,14900000,3000000,Approved,29200000,0.2808219178082192
2467,2468,2,Not Graduate, No,7200000,16800000,6,796,6600000,6100000,14400000,9800000,Approved,36900000,0.42857142857142855
2468,2469,1,Graduate, No,2000000,5000000,6,876,500000,2900000,5800000,1500000,Approved,10700000,0.4
2469,2470,3,Not Graduate, No,2000000,4700000,14,673,800000,3400000,5900000,1500000,Approved,11600000,0.425531914893617
2470,2471,1,Graduate, Yes,5100000,11500000,4,747,5000000,8900000,14100000,7000000,Approved,35000000,0.4434782608695652
2471,2472,1,Not Graduate, No,6000000,13600000,12,589,9000000,300000,12600000,7100000,Approved,29000000,0.4411764705882353
2472,2473,1,Graduate, No,4900000,18100000,8,382,13600000,400000,15500000,2400000,Rejected,31900000,0.27071823204419887
2473,2474,3,Not Graduate, Yes,900000,2300000,12,900,1300000,0,3300000,1100000,Approved,5700000,0.391304347826087
2474,2475,1,Graduate, Yes,7500000,25000000,18,628,3500000,2200000,21700000,4700000,Approved,32100000,0.3
2475,2476,2,Graduate, No,6400000,25000000,12,667,13500000,5500000,25500000,5400000,Approved,49900000,0.256
2476,2477,2,Graduate, Yes,8700000,26400000,2,778,8500000,2400000,28800000,10300000,Approved,50000000,0.32954545454545453
2477,2478,4,Graduate, Yes,7300000,17200000,18,831,18500000,4300000,23000000,5200000,Approved,51000000,0.42441860465116277
2478,2479,5,Graduate, No,7400000,27100000,4,320,19800000,14600000,25200000,9400000,Approved,69000000,0.2730627306273063
2479,2480,2,Graduate, No,2700000,9300000,16,656,7700000,2500000,6400000,3600000,Approved,20200000,0.2903225806451613
2480,2481,3,Graduate, No,3400000,8900000,6,896,4200000,4800000,10200000,4200000,Approved,23400000,0.38202247191011235
2481,2482,3,Not Graduate, Yes,2100000,7400000,4,320,3300000,2700000,6300000,2200000,Approved,14500000,0.28378378378378377
2482,2483,2,Not Graduate, No,3100000,10500000,10,751,5500000,5900000,9000000,1600000,Approved,22000000,0.29523809523809524
2483,2484,5,Not Graduate, No,4700000,17400000,2,523,10600000,7000000,10900000,5200000,Approved,33700000,0.27011494252873564
2484,2485,5,Graduate, No,3100000,10500000,6,584,7700000,2100000,10900000,2900000,Approved,23600000,0.29523809523809524
2485,2486,2,Not Graduate, No,5700000,20400000,2,630,3000000,3100000,22600000,2900000,Approved,31600000,0.27941176470588236
2486,2487,3,Graduate, Yes,2300000,8000000,14,472,4400000,3300000,7700000,1800000,Rejected,17200000,0.2875
2487,2488,0,Not Graduate, Yes,6600000,18500000,16,802,14600000,1100000,21800000,9700000,Approved,47200000,0.3567567567567568
2488,2489,2,Graduate, Yes,2700000,6400000,18,547,5000000,1700000,9200000,1700000,Rejected,17600000,0.421875
2489,2490,1,Not Graduate, Yes,800000,2800000,16,726,2000000,1300000,3100000,1200000,Approved,7600000,0.2857142857142857
2490,2491,1,Graduate, No,6600000,18500000,8,712,2300000,3200000,24400000,7600000,Approved,37500000,0.3567567567567568
2491,2492,3,Graduate, No,3900000,10700000,6,790,10600000,1900000,12500000,2700000,Approved,27700000,0.3644859813084112
2492,2493,5,Not Graduate, No,200000,600000,16,396,0,0,500000,200000,Rejected,700000,0.3333333333333333
2493,2494,3,Graduate, No,2000000,4200000,6,831,1300000,1700000,6900000,1200000,Approved,11100000,0.47619047619047616
2494,2495,2,Graduate, Yes,9100000,20900000,20,632,4200000,400000,30000000,13200000,Approved,47800000,0.4354066985645933
2495,2496,3,Graduate, No,4700000,10800000,8,527,13300000,3100000,13600000,4800000,Rejected,34800000,0.4351851851851852
2496,2497,3,Not Graduate, Yes,3200000,11100000,6,708,8900000,5700000,8100000,1500000,Approved,24200000,0.2882882882882883
