,Unnamed: 0.1,Unnamed: 0,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan,cibil_bucket,asset_bucket,term_bucket
2274,2274,2274,2275,0,Not Graduate, Yes,4300000,15600000,18,440,6200000,1300000,10000000,4700000,Rejected,22200000,0.2756410256410256,300-499,100L-250L,15-20
2275,2275,2275,2276,3,Not Graduate, Yes,8500000,24900000,18,749,9600000,1200000,31700000,10100000,Approved,52600000,0.3413654618473896,700-799,250L-10C,15-20
2276,2276,2276,2277,4,Not Graduate, No,8600000,17400000,2,787,11700000,10600000,18400000,10600000,Approved,51300000,0.4942528735632184,700-799,250L-10C,0-5
2277,2277,2277,2278,3,Graduate, No,6300000,13900000,18,748,17700000,8800000,21700000,8600000,Approved,56800000,0.4532374100719424,700-799,250L-10C,15-20
2278,2278,2278,2279,3,Not Graduate, Yes,5800000,13600000,12,321,1700000,3300000,22300000,3400000,Rejected,30700000,0.4264705882352941,300-499,250L-10C,10-15
2279,2279,2279,2280,3,Graduate, Yes,1000000,2300000,10,303,1000000,400000,2500000,1000000,Rejected,4900000,0.4347826086956521,300-499,10L-50L,5-10
2280,2280,2280,2281,0,Not Graduate, Yes,1700000,5400000,8,682,2400000,1000000,3900000,2100000,Approved,9400000,0.3148148148148148,600-699,50L-100L,5-10
2281,2281,2281,2282,2,Not Graduate, No,3200000,8600000,18,638,1000000,4900000,8600000,3500000,Approved,18000000,0.3720930232558139,600-699,100L-250L,15-20
2282,2282,2282,2283,0,Graduate, Yes,7500000,16600000,14,440,17200000,14500000,24100000,10300000,Rejected,66100000,0.4518072289156626,300-499,250L-10C,10-15
2283,2283,2283,2284,1,Not Graduate, Yes,2000000,6600000,10,873,1400000,200000,6300000,2400000,Approved,10300000,0.303030303030303,800-900,100L-250L,5-10
2284,2284,2284,2285,3,Not Graduate, No,9100000,19700000,20,437,6300000,13700000,23700000,12900000,Rejected,56600000,0.4619289340101523,300-499,250L-10C,15-20
2285,2285,2285,2286,4,Graduate, Yes,8400000,19700000,8,796,17900000,9200000,20200000,7700000,Approved,55000000,0.4263959390862944,700-799,250L-10C,5-10
2286,2286,2286,2287,4,Graduate, No,7100000,27200000,16,824,2400000,8000000,22400000,3900000,Approved,36700000,0.2610294117647059,800-900,250L-10C,15-20
2287,2287,2287,2288,2,Not Graduate, No,200000,800000,6,338,100000,0,400000,100000,Rejected,600000,0.25,300-499,0-10L,5-10
2288,2288,2288,2289,0,Not Graduate, Yes,5000000,14900000,12,575,12800000,1500000,12300000,6600000,Approved,33200000,0.3355704697986577,500-599,250L-10C,10-15
2289,2289,2289,2290,0,Not Graduate, Yes,4500000,16900000,8,773,6300000,6800000,14000000,6000000,Approved,33100000,0.2662721893491124,700-799,250L-10C,5-10
2290,2290,2290,2291,2,Not Graduate, Yes,5100000,19700000,2,733,0,4500000,12900000,6200000,Approved,23600000,0.2588832487309644,700-799,100L-250L,0-5
2291,2291,2291,2292,3,Graduate, Yes,4100000,10600000,14,475,5400000,4300000,13900000,4500000,Rejected,28100000,0.3867924528301887,300-499,250L-10C,10-15
2292,2292,2292,2293,1,Not Graduate, No,7200000,15000000,10,677,10600000,3900000,24500000,4100000,Approved,43100000,0.48,600-699,250L-10C,5-10
2293,2293,2293,2294,3,Not Graduate, No,7800000,17700000,6,403,12600000,3700000,24700000,10000000,Rejected,51000000,0.4406779661016949,300-499,250L-10C,5-10
2294,2294,2294,2295,3,Graduate, Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000,Approved,53000000,0.2964426877470356,700-799,250L-10C,10-15
2295,2295,2295,2296,3,Graduate, Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000,Approved,39700000,0.3047619047619048,800-900,250L-10C,0-5
2296,2296,2296,2297,4,Graduate, No,7000000,25700000,20,597,19900000,13500000,27500000,10100000,Approved,71000000,0.2723735408560311,500-599,250L-10C,15-20
2297,2297,2297,2298,4,Not Graduate, Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000,Approved,48000000,0.2893890675241157,800-900,250L-10C,5-10
2298,2298,2298,2299,2,Not Graduate, Yes,4400000,13900000,6,810,13200000,4200000,15000000,5200000,Approved,37600000,0.316546762589928,800-900,250L-10C,5-10
2299,2299,2299,2300,2,Not Graduate, No,900000,2000000,14,337,1700000,0,2100000,600000,Rejected,4400000,0.45,300-499,10L-50L,10-15
2300,2300,2300,2301,1,Graduate, No,9800000,26900000,18,792,15900000,14100000,25200000,11900000,Approved,67100000,0.3643122676579926,700-799,250L-10C,15-20
2301,2301,2301,2302,4,Not Graduate, No,600000,1600000,6,784,300000,100000,1900000,500000,Approved,2800000,0.375,700-799,10L-50L,5-10
2302,2302,2302,2303,5,Graduate, Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000,Rejected,65400000,0.3222591362126246,300-499,250L-10C,10-15
2303,2303,2303,2304,2,Graduate, Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000,Rejected,44100000,0.2576687116564417,300-499,250L-10C,5-10
2304,2304,2304,2305,1,Graduate, No,8300000,24900000,10,642,11500000,15400000,21600000,5800000,Approved,54300000,0.3333333333333333,600-699,250L-10C,5-10
2305,2305,2305,2306,4,Graduate, No,7900000,29900000,8,314,22000000,4600000,26000000,8100000,Rejected,60700000,0.2642140468227424,300-499,250L-10C,5-10
2306,2306,2306,2307,1,Not Graduate, No,8600000,25900000,2,606,3700000,14900000,32700000,12200000,Approved,63500000,0.332046332046332,600-699,250L-10C,0-5
2307,2307,2307,2308,5,Not Graduate, Yes,6700000,17600000,14,843,12700000,200000,19500000,5600000,Approved,38000000,0.3806818181818182,800-900,250L-10C,10-15
2308,2308,2308,2309,0,Graduate, No,2700000,7400000,10,778,6800000,800000,5600000,2800000,Approved,16000000,0.3648648648648648,700-799,100L-250L,5-10
2309,2309,2309,2310,0,Not Graduate, No,6600000,25600000,8,718,12600000,12200000,21700000,9000000,Approved,55500000,0.2578125,700-799,250L-10C,5-10
2310,2310,2310,2311,1,Graduate, Yes,7100000,20800000,20,437,9600000,7300000,24700000,8800000,Rejected,50400000,0.3413461538461538,300-499,250L-10C,15-20
2311,2311,2311,2312,5,Graduate, Yes,300000,700000,10,586,0,400000,1000000,100000,Approved,1500000,0.4285714285714285,500-599,10L-50L,5-10
2312,2312,2312,2313,2,Graduate, No,2200000,7000000,6,777,6100000,400000,4400000,3300000,Approved,14200000,0.3142857142857143,700-799,100L-250L,5-10
2313,2313,2313,2314,1,Graduate, Yes,8700000,31700000,12,525,7800000,10200000,30300000,6100000,Rejected,54400000,0.2744479495268139,500-599,250L-10C,10-15
2314,2314,2314,2315,4,Graduate, No,7200000,23100000,12,632,4600000,8500000,19400000,4400000,Approved,36900000,0.3116883116883117,600-699,250L-10C,10-15
2315,2315,2315,2316,0,Not Graduate, No,2000000,4800000,20,337,1300000,2200000,5500000,1700000,Rejected,10700000,0.4166666666666667,300-499,100L-250L,15-20
2316,2316,2316,2317,4,Graduate, Yes,8600000,27900000,8,458,22400000,1800000,34000000,11700000,Rejected,69900000,0.3082437275985663,300-499,250L-10C,5-10
2317,2317,2317,2318,2,Graduate, Yes,2300000,5400000,8,364,4500000,500000,7000000,2000000,Rejected,14000000,0.4259259259259259,300-499,100L-250L,5-10
2318,2318,2318,2319,2,Not Graduate, Yes,9600000,29800000,16,499,28500000,6300000,31800000,7400000,Rejected,74000000,0.3221476510067114,300-499,250L-10C,15-20
2319,2319,2319,2320,2,Graduate, Yes,1900000,6500000,16,887,2000000,1200000,4500000,1700000,Approved,9400000,0.2923076923076923,800-900,50L-100L,15-20
2320,2320,2320,2321,1,Graduate, No,2100000,6300000,16,882,3900000,2200000,7700000,2900000,Approved,16700000,0.3333333333333333,800-900,100L-250L,15-20
2321,2321,2321,2322,1,Not Graduate, Yes,3900000,8700000,8,817,900000,2500000,10700000,2100000,Approved,16200000,0.4482758620689655,800-900,100L-250L,5-10
2322,2322,2322,2323,5,Not Graduate, Yes,200000,300000,10,704,500000,100000,800000,200000,Approved,1600000,0.6666666666666666,700-799,10L-50L,5-10
2323,2323,2323,2324,1,Not Graduate, Yes,1900000,4500000,12,742,1200000,2000000,4400000,1200000,Approved,8800000,0.4222222222222222,700-799,50L-100L,10-15
2324,2324,2324,2325,0,Not Graduate, Yes,3200000,11600000,4,393,4700000,300000,8000000,3100000,Approved,16100000,0.2758620689655172,300-499,100L-250L,0-5
2325,2325,2325,2326,0,Not Graduate, No,1100000,4300000,18,828,700000,800000,2900000,900000,Approved,5300000,0.2558139534883721,800-900,50L-100L,15-20
2326,2326,2326,2327,5,Graduate, Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000,Approved,57900000,0.3720930232558139,700-799,250L-10C,10-15
2327,2327,2327,2328,4,Graduate, Yes,6100000,21700000,6,860,13900000,900000,14100000,5600000,Approved,34500000,0.2811059907834101,800-900,250L-10C,5-10
2328,2328,2328,2329,5,Graduate, No,3200000,10600000,2,432,6500000,3700000,11200000,3700000,Approved,25100000,0.3018867924528302,300-499,250L-10C,0-5
2329,2329,2329,2330,4,Graduate, Yes,9000000,30400000,20,532,21000000,7400000,30500000,13100000,Rejected,72000000,0.2960526315789473,500-599,250L-10C,15-20
2330,2330,2330,2331,0,Not Graduate, Yes,1200000,3200000,2,678,1500000,1000000,3400000,900000,Approved,6800000,0.375,600-699,50L-100L,0-5
2331,2331,2331,2332,3,Graduate, No,7900000,27000000,6,601,17700000,7800000,27600000,11500000,Approved,64600000,0.2925925925925925,600-699,250L-10C,5-10
2332,2332,2332,2333,3,Graduate, Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000,Approved,40100000,0.3333333333333333,800-900,250L-10C,5-10
2333,2333,2333,2334,2,Not Graduate, No,4400000,16500000,16,879,7800000,7500000,10300000,5400000,Approved,31000000,0.2666666666666666,800-900,250L-10C,15-20
2334,2334,2334,2335,1,Not Graduate, No,3100000,11200000,18,665,2000000,5400000,12000000,2500000,Approved,21900000,0.2767857142857143,600-699,100L-250L,15-20
2335,2335,2335,2336,5,Not Graduate, Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000,Approved,17700000,0.2795698924731182,600-699,100L-250L,15-20
2336,2336,2336,2337,4,Graduate, No,5500000,21700000,14,867,5000000,8700000,15200000,3100000,Approved,32000000,0.2534562211981567,800-900,250L-10C,10-15
2337,2337,2337,2338,1,Graduate, No,5700000,15500000,8,544,10500000,8700000,20900000,7000000,Rejected,47100000,0.3677419354838709,500-599,250L-10C,5-10
2338,2338,2338,2339,5,Graduate, No,6100000,20700000,20,482,9400000,2000000,16900000,5900000,Rejected,34200000,0.2946859903381642,300-499,250L-10C,15-20
2339,2339,2339,2340,2,Graduate, No,8200000,22500000,18,857,13400000,14300000,28400000,8400000,Approved,64500000,0.3644444444444444,800-900,250L-10C,15-20
2340,2340,2340,2341,1,Graduate, No,6000000,21200000,12,549,17900000,8200000,16900000,6200000,Rejected,49200000,0.2830188679245283,500-599,250L-10C,10-15
2341,2341,2341,2342,1,Graduate, Yes,8000000,30600000,10,720,23700000,8500000,24900000,9700000,Approved,66800000,0.261437908496732,700-799,250L-10C,5-10
2342,2342,2342,2343,4,Not Graduate, No,2000000,4800000,8,302,1500000,800000,4000000,2600000,Rejected,8900000,0.4166666666666667,300-499,50L-100L,5-10
2343,2343,2343,2344,5,Graduate, Yes,1300000,2900000,12,669,400000,1700000,3900000,1800000,Approved,7800000,0.4482758620689655,600-699,50L-100L,10-15
2344,2344,2344,2345,1,Graduate, No,7000000,27100000,6,591,6700000,12200000,21500000,4900000,Approved,45300000,0.2583025830258302,500-599,250L-10C,5-10
2345,2345,2345,2346,3,Graduate, No,4100000,15300000,6,440,7500000,5100000,8200000,2000000,Rejected,22800000,0.2679738562091503,300-499,100L-250L,5-10
2346,2346,2346,2347,3,Graduate, No,8000000,26200000,16,890,15800000,4300000,25000000,4000000,Approved,49100000,0.3053435114503817,800-900,250L-10C,15-20
2347,2347,2347,2348,4,Not Graduate, No,8100000,28000000,8,663,8800000,11300000,26000000,5500000,Approved,51600000,0.2892857142857143,600-699,250L-10C,5-10
2348,2348,2348,2349,4,Graduate, Yes,9500000,22600000,14,433,10000000,900000,23100000,13400000,Rejected,47400000,0.4203539823008849,300-499,250L-10C,10-15
2349,2349,2349,2350,0,Graduate, No,9200000,22500000,10,317,14200000,17400000,28500000,10700000,Rejected,70800000,0.4088888888888889,300-499,250L-10C,5-10
2350,2350,2350,2351,2,Graduate, No,3900000,14700000,16,360,2600000,200000,8300000,2900000,Rejected,14000000,0.2653061224489796,300-499,100L-250L,15-20
2351,2351,2351,2352,1,Graduate, No,9100000,26200000,8,727,20800000,7100000,27800000,8900000,Approved,64600000,0.3473282442748092,700-799,250L-10C,5-10
2352,2352,2352,2353,3,Graduate, Yes,3000000,8300000,4,685,2900000,5400000,11300000,3800000,Approved,23400000,0.3614457831325301,600-699,100L-250L,0-5
2353,2353,2353,2354,4,Graduate, No,2000000,4300000,8,373,2000000,2700000,7700000,2200000,Rejected,14600000,0.4651162790697674,300-499,100L-250L,5-10
2354,2354,2354,2355,5,Graduate, No,6300000,14600000,8,469,13300000,10100000,24500000,3800000,Rejected,51700000,0.4315068493150685,300-499,250L-10C,5-10
2355,2355,2355,2356,3,Not Graduate, Yes,4100000,10900000,8,548,8800000,5200000,13200000,4300000,Rejected,31500000,0.3761467889908257,500-599,250L-10C,5-10
2356,2356,2356,2357,0,Not Graduate, No,9800000,29400000,20,618,1200000,14600000,33800000,8300000,Approved,57900000,0.3333333333333333,600-699,250L-10C,15-20
2357,2357,2357,2358,2,Graduate, No,5200000,15400000,8,658,1200000,7500000,12800000,3200000,Approved,24700000,0.3376623376623376,600-699,100L-250L,5-10
2358,2358,2358,2359,3,Graduate, No,7600000,28700000,18,781,21300000,12400000,29600000,8000000,Approved,71300000,0.2648083623693379,700-799,250L-10C,15-20
2359,2359,2359,2360,3,Not Graduate, No,9200000,35500000,2,715,11100000,11800000,19800000,11700000,Approved,54400000,0.2591549295774648,700-799,250L-10C,0-5
2360,2360,2360,2361,5,Not Graduate, No,2200000,8100000,4,409,300000,0,4900000,2400000,Rejected,7600000,0.2716049382716049,300-499,50L-100L,0-5
2361,2361,2361,2362,2,Not Graduate, Yes,8300000,20600000,10,504,100000,900000,33200000,6700000,Rejected,40900000,0.4029126213592233,500-599,250L-10C,5-10
2362,2362,2362,2363,3,Graduate, Yes,6100000,21600000,16,428,2900000,6100000,15100000,7200000,Rejected,31300000,0.2824074074074074,300-499,250L-10C,15-20
2363,2363,2363,2364,2,Graduate, No,4500000,16600000,20,704,6400000,4200000,16900000,2400000,Approved,29900000,0.2710843373493976,700-799,250L-10C,15-20
2364,2364,2364,2365,3,Not Graduate, No,6600000,18800000,12,834,18800000,9300000,13700000,4800000,Approved,46600000,0.351063829787234,800-900,250L-10C,10-15
2365,2365,2365,2366,4,Not Graduate, No,8900000,34900000,14,694,15400000,2800000,20600000,9100000,Approved,47900000,0.2550143266475644,600-699,250L-10C,10-15
2366,2366,2366,2367,4,Graduate, Yes,3900000,13300000,20,453,9800000,500000,12300000,4700000,Rejected,27300000,0.2932330827067669,300-499,250L-10C,15-20
2367,2367,2367,2368,3,Graduate, Yes,8900000,35400000,14,404,22300000,7700000,26400000,5900000,Rejected,62300000,0.2514124293785311,300-499,250L-10C,10-15
2368,2368,2368,2369,5,Not Graduate, No,6400000,22300000,12,776,500000,9100000,24100000,5800000,Approved,39500000,0.2869955156950672,700-799,250L-10C,10-15
2369,2369,2369,2370,1,Not Graduate, Yes,9500000,28700000,16,526,24600000,4900000,31800000,6600000,Rejected,67900000,0.3310104529616725,500-599,250L-10C,15-20
2370,2370,2370,2371,3,Graduate, Yes,300000,1000000,8,641,700000,200000,1100000,200000,Approved,2200000,0.3,600-699,10L-50L,5-10
2371,2371,2371,2372,5,Not Graduate, No,4100000,12300000,6,582,10900000,6100000,14100000,3500000,Approved,34600000,0.3333333333333333,500-599,250L-10C,5-10
2372,2372,2372,2373,2,Graduate, No,8100000,20800000,18,778,4100000,15500000,16700000,10600000,Approved,46900000,0.3894230769230769,700-799,250L-10C,15-20
2373,2373,2373,2374,4,Graduate, No,9900000,28400000,10,763,23700000,12700000,35800000,5800000,Approved,78000000,0.3485915492957746,700-799,250L-10C,5-10
2374,2374,2374,2375,0,Not Graduate, No,4800000,19000000,12,650,7000000,1000000,15600000,4800000,Approved,28400000,0.2526315789473684,600-699,250L-10C,10-15
2375,2375,2375,2376,0,Graduate, Yes,2900000,9700000,2,820,6700000,1600000,9100000,3900000,Approved,21300000,0.2989690721649484,800-900,100L-250L,0-5
2376,2376,2376,2377,1,Not Graduate, Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000,Approved,28000000,0.2592592592592592,800-900,250L-10C,10-15
2377,2377,2377,2378,1,Not Graduate, Yes,4900000,12600000,4,718,11800000,7300000,11800000,3800000,Approved,34700000,0.3888888888888889,700-799,250L-10C,0-5
2378,2378,2378,2379,2,Not Graduate, Yes,5100000,13300000,14,313,5900000,7900000,18000000,3900000,Rejected,35700000,0.3834586466165413,300-499,250L-10C,10-15
2379,2379,2379,2380,5,Graduate, No,7300000,26200000,10,751,1400000,12200000,26700000,10400000,Approved,50700000,0.2786259541984733,700-799,250L-10C,5-10
2380,2380,2380,2381,0,Graduate, Yes,200000,300000,18,520,100000,300000,600000,100000,Rejected,1100000,0.6666666666666666,500-599,10L-50L,15-20
2381,2381,2381,2382,2,Graduate, No,1400000,4700000,4,355,2100000,600000,4400000,1400000,Approved,8500000,0.2978723404255319,300-499,50L-100L,0-5
2382,2382,2382,2383,3,Graduate, Yes,8700000,33600000,14,314,7700000,10000000,21700000,6200000,Rejected,45600000,0.2589285714285714,300-499,250L-10C,10-15
2383,2383,2383,2384,1,Not Graduate, Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000,Approved,15900000,0.4745762711864407,700-799,100L-250L,15-20
2384,2384,2384,2385,3,Graduate, Yes,9100000,30100000,14,564,26600000,7300000,22700000,8200000,Approved,64800000,0.3023255813953488,500-599,250L-10C,10-15
2385,2385,2385,2386,0,Not Graduate, Yes,6800000,15300000,14,699,19900000,2600000,13900000,8300000,Approved,44700000,0.4444444444444444,600-699,250L-10C,10-15
2386,2386,2386,2387,0,Not Graduate, Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000,Approved,34200000,0.2941176470588235,600-699,250L-10C,5-10
2387,2387,2387,2388,0,Graduate, Yes,4400000,16800000,14,795,8700000,8700000,12600000,3400000,Approved,33400000,0.2619047619047619,700-799,250L-10C,10-15
2388,2388,2388,2389,5,Not Graduate, Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000,Approved,47900000,0.4516129032258064,700-799,250L-10C,15-20
2389,2389,2389,2390,4,Graduate, No,7800000,17300000,4,394,3600000,13100000,24300000,7200000,Rejected,48200000,0.4508670520231214,300-499,250L-10C,0-5
2390,2390,2390,2391,4,Graduate, Yes,4800000,9900000,14,779,5200000,9300000,18600000,2900000,Approved,36000000,0.4848484848484848,700-799,250L-10C,10-15
2391,2391,2391,2392,1,Graduate, No,3200000,8800000,4,405,1000000,2600000,10700000,3400000,Rejected,17700000,0.3636363636363636,300-499,100L-250L,0-5
2392,2392,2392,2393,5,Graduate, Yes,2300000,6700000,16,612,6700000,3300000,8800000,2000000,Approved,20800000,0.3432835820895522,600-699,100L-250L,15-20
2393,2393,2393,2394,5,Not Graduate, Yes,9200000,28100000,10,448,22300000,3300000,33200000,10700000,Rejected,69500000,0.3274021352313167,300-499,250L-10C,5-10
2394,2394,2394,2395,2,Not Graduate, Yes,4700000,13700000,6,506,1300000,7900000,16700000,3500000,Rejected,29400000,0.3430656934306569,500-599,250L-10C,5-10
2395,2395,2395,2396,0,Not Graduate, Yes,8000000,30400000,2,776,16600000,1400000,29100000,7800000,Approved,54900000,0.2631578947368421,700-799,250L-10C,0-5
2396,2396,2396,2397,1,Graduate, Yes,2600000,8600000,6,730,800000,2900000,6000000,3100000,Approved,12800000,0.3023255813953488,700-799,100L-250L,5-10
2397,2397,2397,2398,3,Not Graduate, No,200000,800000,20,730,0,300000,400000,300000,Approved,1000000,0.25,700-799,10L-50L,15-20
2398,2398,2398,2399,5,Graduate, No,7300000,17200000,2,345,6100000,8400000,23200000,4900000,Rejected,42600000,0.4244186046511627,300-499,250L-10C,0-5
2399,2399,2399,2400,4,Not Graduate, No,3300000,11800000,2,847,7800000,2400000,12100000,3000000,Approved,25300000,0.2796610169491525,800-900,250L-10C,0-5
2400,2400,2400,2401,4,Not Graduate, No,8300000,23300000,20,398,18500000,11500000,17100000,9900000,Rejected,57000000,0.3562231759656652,300-499,250L-10C,15-20
